# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 17 16:11:11 2023
#
# User preference: *
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,sy_dist
3.83492000,0.050700,20.97678,0.06600,73.1140000
3.83350000,,19.80000,0.06000,73.1140000
3.83483000,0.049000,19.06970,0.06000,73.1140000
3.83350000,0.050000,19.06980,0.06000,73.1140000
4789.87297000,5.657000,5102.41725,16.05400,73.1140000
4791.00000000,5.960000,4799.23300,15.10000,73.1140000
4682.00000000,5.790000,4640.31800,14.60000,73.1140000
672.09998000,1.600000,5288.69120,16.64000,324.5400000
672.10000000,1.600000,3527.80000,11.10000,324.5400000
1728.00000000,2.729000,63.56600,0.20000,64.4110000
2266.40000000,3.396000,355.33394,1.11800,46.8778000
2280.00000000,3.433000,381.39409,1.20000,46.8778000
2209.00000000,3.360000,336.89000,1.06000,46.8778000
3724.70000000,4.940000,460.80000,1.45000,50.5103000
218.47000000,0.740000,1010.69940,3.18000,64.6498000
456.10000000,1.250000,982.05000,3.09000,55.9231000
14.27670000,0.122800,60.50000,0.19000,95.5483000
14.27690000,,,,95.5483000
14.27812200,,,,95.5483000
8615.41549000,8.398000,6467.80808,20.35000,31.1415000
22482.00000000,18.500000,3082.95100,9.70000,31.1415000
10090.00000000,10.150000,7278.27052,22.90000,31.1415000
10120.00000000,9.990000,6547.26518,20.60000,31.1415000
1173.00000000,2.306000,511.70630,1.61000,55.8535000
871.00000000,1.830000,495.81480,1.56000,91.1538000
3999.00000000,5.140000,673.79960,2.12000,50.6078000
3270.00000000,4.480000,581.62598,1.83000,50.6078000
3999.00000000,5.100000,603.85000,1.90000,50.6078000
572.53700000,1.335000,2504.48785,7.88000,42.1586000
572.38000000,1.347000,2463.10000,7.75000,42.1586000
575.90000000,1.350000,1681.25000,5.29000,42.1586000
572.38000000,1.340000,2660.23710,8.37000,42.1586000
1201.00000000,2.444000,3655.02668,11.50000,79.0608000
1189.10000000,2.280000,1897.44510,5.97000,79.0608000
1202.05199000,2.375000,2075.73733,6.53100,79.0608000
26.69040000,0.191000,222.48100,0.70000,93.5015000
26.73000000,0.192000,225.65000,0.71000,93.5015000
5.09071000,0.051000,5.57000,0.01753,13.5956000
872.60000000,1.900000,673.79622,2.12000,161.1830000
528.07000000,1.167000,4338.20000,13.65000,32.6034000
4.04029500,0.057270,13.71000,0.04314,62.7792000
4.04041304,,,,62.7792000
4.04030100,0.052800,,,62.7792000
9.57308300,0.101700,9.72000,0.03058,62.7792000
9.57309600,0.093900,,,62.7792000
9.57307064,,,,62.7792000
47.42489000,0.295800,26.57000,0.08360,62.7792000
730.59998000,1.600000,829.53630,2.61000,33.4591000
730.60000000,1.596000,778.70000,2.45000,33.4591000
626.00000000,1.500000,794.50000,2.50000,33.4591000
1214.00000000,2.400000,476.70000,1.50000,93.8555000
1214.00000000,2.320000,521.24120,1.64000,93.8555000
1211.17000000,2.370000,485.32641,1.52700,93.8555000
141.60000000,0.530000,343.24000,1.08000,108.8770000
141.60001000,0.560000,416.35730,1.31000,108.8770000
141.63000000,0.567000,359.14790,1.13000,108.8770000
192.00000000,0.747000,2089.64400,6.57500,847.0580000
4047.00000000,4.438000,864.49760,2.72000,58.7420000
2058.00000000,2.827000,565.73740,1.78000,58.7420000
17.66708700,0.116200,8.32000,0.02618,39.0341000
17.66713309,,,,39.0341000
17.66700000,0.121000,17.92000,0.05638,39.0341000
29.79762049,,,,39.0341000
29.62500000,0.170000,17.18000,0.05405,39.0341000
29.79749000,0.164600,3.41000,0.01073,39.0341000
3.97664000,0.042980,0.55000,0.00173,39.0341000
3.97666395,,,,39.0341000
7.90767225,,,,39.0341000
7.90754000,0.068000,0.72000,0.00227,39.0341000
12.16218390,0.090600,0.77000,0.00242,39.0341000
12.16221717,,,,39.0341000
1535.11912000,2.694000,3786.60764,11.91400,52.0018000
1565.00000000,2.880000,2574.42300,8.10000,52.0018000
1570.00000000,2.901000,4640.29474,14.60000,52.0018000
1561.00000000,2.772000,2450.37000,7.71000,52.0018000
1561.00000000,2.770000,2870.00490,9.03000,52.0018000
13.67100000,0.093200,6.89000,0.02168,15.2354000
4100.00000000,5.700000,1906.98000,6.00000,519.4520000
501.75000000,1.160000,1655.82000,5.21000,372.4050000
745.70001000,1.920000,5050.31870,15.89000,933.3770000
745.70000000,1.900000,1684.40000,5.30000,933.3770000
3498.00000000,,1296.74640,4.08000,46.6224000
3668.00000000,4.920000,1274.44000,4.01000,46.6224000
3490.00000000,4.637000,1303.05000,4.10000,46.6224000
3552.00000000,4.708000,1287.20505,4.05000,46.6224000
3668.00000000,4.920000,1226.82380,3.86000,46.6224000
515.40000000,1.300000,63.88351,0.20100,46.6224000
535.60000000,1.290000,2987.60200,9.40000,300.2470000
535.59998000,1.290000,4096.82870,12.89000,300.2470000
2.04550000,0.034000,11.80000,0.03713,54.9004000
6019.32000000,6.190000,1423.87840,4.48000,37.4330000
6360.00000000,6.450000,2993.94359,9.42000,37.4330000
6134.42700000,6.248000,2884.92845,9.07700,37.4330000
1802.29000000,2.971000,290.81445,0.91500,55.6146000
1845.00000000,3.020000,301.92600,0.95000,55.6146000
457.01000000,1.490000,794.57102,2.50000,114.8160000
41.83156000,0.242000,38.13941,0.12000,49.1661000
26308.65619000,17.848000,5252.75008,16.52700,49.1661000
2.76950850,,,,10.0055000
2.76953000,0.029330,2.14000,0.00673,10.0055000
5.70588000,0.047490,3.09000,0.00972,10.0055000
5.70579590,,,,10.0055000
32000.00000000,20.400000,4290.68349,13.50000,40.9128000
10942.29013000,10.087000,9045.39646,28.46000,40.9128000
3.45800000,0.044000,158.91420,0.50000,54.9621000
3.44420000,0.040000,133.48860,0.42000,54.9621000
3.44420000,0.044000,152.55000,0.48000,54.9621000
4.12690470,,,,196.8520000
4.12691000,,,,196.8520000
4.12688000,0.056800,371.86110,1.17000,196.8520000
42.37800000,,8.47000,0.02665,5.0354500
415.20000000,1.160000,429.07050,1.35000,18.2704000
428.10000000,1.271000,495.80000,1.56000,18.2704000
2208.00000000,3.250000,460.83000,1.45000,50.2862000
2170.00000000,3.220000,495.81231,1.56000,50.2862000
2198.14000000,3.242000,474.83802,1.49400,50.2862000
17.99040000,0.125000,205.00000,0.64500,43.8214000
17.99100000,0.122000,197.05000,0.62000,43.8214000
18.01939000,0.125000,196.73578,0.61900,43.8214000
18.02000000,0.125000,211.35695,0.66500,43.8214000
36.07000000,0.198000,51.48846,0.16200,43.8214000
5019.54244000,5.362000,2063.65985,6.49300,43.8214000
5174.00000000,5.448000,1721.04945,5.41500,43.8214000
654.50000000,1.552000,1525.57635,4.80000,67.9328000
22.89104000,0.135700,18.49600,0.05819,139.6110000
22.89094320,,,,139.6110000
56.00199970,,,,139.6110000
56.00819000,0.308000,7.94300,0.02499,139.6110000
84.25909262,,,,139.6110000
84.25999000,0.411000,5.68100,0.01787,139.6110000
383.00000000,1.030000,1811.63100,5.70000,39.3809000
385.54000000,1.044000,1919.68358,6.04000,39.3809000
385.52775000,1.035000,1855.16441,5.83700,39.3809000
385.90000000,1.032000,1776.59000,5.59000,39.3809000
379.00000000,1.100000,2129.46100,6.70000,39.3809000
379.00000000,1.020000,1875.19700,5.90000,39.3809000
17417.92079000,13.176000,6241.83209,19.63900,39.3809000
14.23283000,0.118000,99.79812,0.31400,49.8063000
1116.00000000,2.150000,368.67000,1.16000,55.2884000
6.08810000,,291.43800,0.91700,45.0293000
6.08810000,0.060000,311.47340,0.98000,45.0293000
8.77520000,0.066490,9.05811,0.02850,9.4704500
8.78360000,0.066000,8.40000,0.02600,9.4704500
8.77600000,0.066000,9.06000,0.02851,9.4704500
380.20000000,1.180000,490.09386,1.54200,189.9080000
387.10000000,1.250000,540.30000,1.70000,189.9080000
387.10001000,1.320000,810.46650,2.55000,189.9080000
1365.00000000,2.294000,1420.69298,4.47000,30.9939000
1362.30000000,2.280000,762.79200,2.40000,30.9939000
2443.00000000,3.430000,807.25000,2.54000,56.4330000
2443.00000000,3.430000,772.32690,2.43000,56.4330000
892.70000000,1.913000,498.99060,1.57000,44.1518000
311.60001000,1.230000,435.42710,1.37000,110.1030000
311.60000000,1.200000,508.50000,1.60000,110.1030000
20608.14049000,13.390000,1739.47487,5.47300,31.2707000
2770.00000000,3.810000,3006.67180,9.46000,55.5867000
1620.00000000,2.600000,2447.29100,7.70000,55.5867000
2524.40000000,3.580000,2568.06640,8.08000,55.5867000
2514.53422000,3.604000,2670.71210,8.40300,55.5867000
2770.00000000,3.950000,3321.20000,10.45000,55.5867000
2527.83000000,3.704000,2740.33026,8.62200,55.5867000
11613.00000000,9.890000,2415.50800,7.60000,55.5867000
12085.45186000,10.258000,1954.64470,6.15000,55.5867000
1153.00000000,2.299000,467.20776,1.47000,26.1597000
1157.00000000,2.340000,387.75260,1.22000,26.1597000
1159.20000000,2.315000,436.36200,1.37300,26.1597000
1157.00000000,2.300000,410.00070,1.29000,26.1597000
1684.00000000,2.690000,149.37000,0.47000,58.0844000
2.79703650,0.038000,9.67000,0.03043,64.5997000
2.79703160,,,,64.5997000
847.00000000,1.850000,491.68301,1.54700,131.1990000
912.00000000,2.040000,670.62130,2.11000,131.1990000
912.00000000,1.800000,572.10000,1.80000,131.1990000
468.70000000,1.295000,141.75147,0.44600,58.1438000
466.00000000,1.260000,158.90800,0.50000,58.1438000
466.00000000,1.260000,197.05460,0.62000,58.1438000
16.55350000,0.125400,10.47000,0.03290,38.4473000
51.20530000,0.266300,14.16000,0.04450,38.4473000
271.67370000,0.809800,11.82000,0.03720,38.4473000
0.95966500,,,,47.2899000
0.95962200,,,,47.2899000
0.95964100,0.018150,5.02000,0.01579,47.2899000
0.95962800,,,,47.2899000
0.95962800,,,,47.2899000
0.95962400,0.018600,,,47.2899000
0.96000000,,5.59000,0.01759,47.2899000
0.95965428,0.018020,4.73000,0.01488,47.2899000
0.95964100,0.017960,4.97000,0.01564,47.2899000
0.95963200,0.017520,5.69000,0.01790,47.2899000
,,,,47.2899000
29.84540000,,,,47.2899000
29.84649480,0.178300,10.67000,0.03357,47.2899000
29.83832000,0.184100,,,47.2899000
29.84498200,,,,47.2899000
29.84540000,0.179500,9.80000,0.03083,47.2899000
29.84622000,0.180600,8.33000,0.02621,47.2899000
29.87522100,,,,47.2899000
29.83983500,,,,47.2899000
29.84540000,0.177600,11.13000,0.03502,47.2899000
8.47830000,0.077030,5.03000,0.01583,47.2899000
8.41120000,0.076300,4.33000,0.01362,47.2899000
8.50900000,0.077570,6.90000,0.02171,47.2899000
96.63000000,0.388500,8.41000,0.02646,47.2899000
102.09000000,0.404800,9.74000,0.03065,47.2899000
157.54000000,0.590000,966.16000,3.04000,122.1150000
2368.00000000,3.409000,657.90480,2.07000,38.0786000
2372.00000000,3.410000,222.48100,0.70000,38.0786000
2328.00000000,3.416000,230.74342,0.72600,38.0786000
3.38773000,0.039000,197.05000,0.62000,45.2989000
3.38773000,0.040000,152.55840,0.48000,45.2989000
621.62000000,1.440000,476.74261,1.50000,50.1928000
326.60000000,1.060000,413.20000,1.30000,121.3750000
330.00000000,1.074000,400.46379,1.26000,121.3750000
326.60001000,1.090000,476.74500,1.50000,121.3750000
326.00000000,1.070000,440.19455,1.38500,121.3750000
810.20000000,1.955000,282.86728,0.89000,121.3750000
834.00000000,,1897.44510,5.97000,121.3750000
89.90000000,0.452000,63.56568,0.20000,121.3750000
18.71204000,,,,80.6665000
18.71167400,,,,80.6665000
18.71204000,0.143600,77.55052,0.24400,80.6665000
18.17900000,0.145000,104.88000,0.33000,89.8623000
18.19910000,0.150800,104.56607,0.32900,89.8623000
18.17900000,0.150000,117.59710,0.37000,89.8623000
388.00000000,1.100000,2892.10000,9.10000,20.9531000
551.40002000,1.600000,638.83830,2.01000,105.7790000
551.40000000,1.600000,622.94680,1.96000,105.7790000
916.00000000,2.240000,556.20250,1.75000,105.7790000
1049.00000000,2.070000,260.62060,0.82000,46.0907000
1049.00000000,2.070000,250.00000,0.79000,46.0907000
1059.00000000,2.105000,209.13109,0.65800,46.0907000
1056.70000000,2.075000,200.00000,0.62900,46.0907000
214.67000000,0.718100,53.50000,0.16800,46.0907000
117.87000000,0.481700,30.70000,0.09700,46.0907000
49.17500000,0.268700,16.80000,0.05290,46.0907000
676.80000000,1.543000,37.90000,0.11900,46.0907000
5700.00000000,6.360000,120.60000,0.38000,46.0907000
82.46700000,0.389000,1195.04080,3.76000,71.2423000
273.10000000,0.980000,238.37131,0.75000,111.5420000
62.25000000,0.295000,72.46524,0.22800,11.1336000
62.24200000,0.295500,69.98582,0.22020,11.1336000
62.20600000,0.296000,72.10000,0.22700,11.1336000
62.21800000,0.295000,72.78000,0.22900,11.1336000
62.19700000,0.280000,63.56000,0.20000,11.1336000
,0.519000,198.31800,0.62400,31.6634000
154.26000000,0.525300,206.58846,0.65000,31.6634000
154.46000000,0.530000,193.87000,0.61000,31.6634000
154.37800000,0.533640,214.53525,0.67500,31.6634000
153.00000000,0.540000,273.32000,0.86000,31.6634000
887.70000000,1.687000,205.63498,0.64700,31.6634000
,1.610000,182.42700,0.57400,31.6634000
1942.00000000,2.950000,320.99000,1.01000,31.6634000
843.60000000,1.640000,190.69000,0.60000,31.6634000
885.50000000,1.710000,207.22516,0.65200,31.6634000
1768.00000000,2.671000,209.44892,0.65900,31.6634000
,3.142000,220.88300,0.69500,31.6634000
1862.00000000,2.807000,221.20968,0.69600,31.6634000
2295.00000000,3.190000,209.76000,0.66000,31.6634000
54.21000000,,,,46.7864000
55.01292000,0.277000,854.96270,2.69000,46.7864000
55.02700000,0.263000,759.58000,2.39000,46.7864000
55.01307000,0.283100,890.52200,2.80200,46.7864000
54.23000000,0.260000,902.63720,2.84000,46.7864000
55.01307000,0.280000,689.69110,2.17000,46.7864000
2720.00000000,3.740000,1013.87770,3.19000,46.7864000
2720.00000000,3.814000,1069.77100,3.36600,46.7864000
2455.00000000,,1071.08710,3.37000,46.7864000
1211.00000000,2.108000,54.98431,0.17300,17.9260000
363.20001000,1.020000,127.13200,0.40000,38.0615000
363.20000000,1.020000,108.06220,0.34000,38.0615000
14.30944000,0.129400,253.31051,0.79700,42.3538000
14.31014000,0.132900,278.41768,0.87600,42.3538000
14.32000000,0.130000,244.72910,0.77000,42.3538000
14.30990000,0.115000,206.58846,0.65000,42.3538000
14.30980000,0.131000,266.64813,0.83900,42.3538000
14.31020000,0.131300,272.06248,0.85600,42.3538000
14.30930000,0.131300,270.80000,0.85200,42.3538000
2146.10000000,3.720000,4163.57300,13.10000,42.3538000
2127.60566000,3.226000,3299.05886,10.38000,42.3538000
2165.00000000,3.740000,4195.20000,13.20000,42.3538000
2133.30000000,3.736500,4198.51326,13.21000,42.3538000
2136.10000000,3.640000,4128.61170,12.99000,42.3538000
2132.40000000,,4204.89090,13.23000,42.3538000
2140.20000000,3.712000,4252.39000,13.38000,42.3538000
685.25000000,1.623000,3082.31534,9.69800,91.4349000
687.14000000,1.660000,3178.30000,10.00000,91.4349000
696.30000000,1.700000,3400.64000,10.70000,91.4349000
686.80000000,1.660000,3219.61790,10.13000,91.4349000
696.29999000,1.650000,3852.09960,12.12000,91.4349000
2091.20000000,3.220000,3070.23780,9.66000,18.2702000
2093.07000000,3.100000,3184.65660,10.02000,18.2702000
2088.33000000,,4004.63793,12.60000,18.2702000
2088.75851000,3.311000,3917.23512,12.32500,18.2702000
2151.00000000,3.380000,3264.00000,10.27000,18.2702000
2049.00000000,3.280000,3273.64900,10.30000,18.2702000
2090.30000000,,4100.00700,12.90000,18.2702000
2091.00000000,3.308000,4099.98645,12.90000,18.2702000
5.63680000,0.056000,4.00000,0.01259,26.4131000
14.03000000,0.103000,6.30000,0.01982,26.4131000
33.91000000,0.185000,4.00000,0.01259,26.4131000
3.24980000,0.041000,8.50000,0.02674,23.2599000
4.31150000,0.047500,3.81000,0.01199,12.9363000
4.31230000,0.047524,4.00000,0.01259,12.9363000
4.31230000,0.046800,4.00000,0.01260,12.9363000
9.62070000,0.081200,6.43000,0.02023,12.9363000
9.61840000,0.079900,6.60000,0.02080,12.9363000
9.61830000,0.081130,6.60000,0.02077,12.9363000
20.43210000,0.134070,9.50000,0.02989,12.9363000
20.41850000,0.134000,8.74000,0.02750,12.9363000
20.43200000,0.132100,9.50000,0.02990,12.9363000
51.76000000,0.247000,5.20000,0.01640,12.9363000
51.77680000,0.249100,5.20000,0.01636,12.9363000
51.56000000,0.248500,3.63000,0.01142,12.9363000
197.80000000,0.600000,7.10000,0.02230,12.9363000
196.34300000,0.606900,7.10000,0.02234,12.9363000
578.60000000,1.400000,858.14100,2.70000,116.5930000
263.84000000,0.855000,1217.20000,3.83000,34.0883000
265.36000000,0.866900,1207.74795,3.80000,34.0883000
264.15000000,0.846000,1274.44000,4.01000,34.0883000
264.14999000,0.850000,1484.26610,4.67000,34.0883000
963.00000000,,807.25000,2.54000,36.6911700
1.32830000,,5838.29000,18.37000,41.5504000
1.32819900,,5924.10000,18.64000,41.5504000
526.62000000,1.280000,495.79000,1.56000,41.8727000
526.52390000,1.280000,541.26178,1.70300,41.8727000
857.50000000,1.670000,508.52800,1.60000,36.7984000
406.00000000,1.100000,508.52800,1.60000,81.3795000
437.05000000,1.173500,578.43000,1.82000,81.3795000
437.18000000,1.177000,579.08336,1.82200,81.3795000
431.88000000,1.170000,708.76090,2.23000,81.3795000
431.88000000,1.164000,657.90000,2.07000,81.3795000
7400.00000000,7.800000,851.78013,2.68000,81.3795000
6700.00000000,6.950000,689.66000,2.17000,81.3795000
7053.00000000,,479.92330,1.51000,81.3795000
828.00000000,1.650000,255.50000,0.80400,34.1937000
832.97000000,1.662000,257.44230,0.81000,34.1937000
829.50000000,1.634000,245.04570,0.77100,34.1937000
828.00000000,1.650000,260.62060,0.82000,34.1937000
829.00000000,1.700000,254.26400,0.80000,34.1937000
149.61000000,0.554000,14.40000,0.04531,24.3358000
148.49000000,0.533700,15.19220,0.04780,24.3358000
15.56000000,0.120000,15.89150,0.05000,22.0158000
15.56000000,0.115000,14.04750,0.04420,22.0158000
356.00000000,1.130000,950.31170,2.99000,136.3080000
356.21000000,1.157000,612.45841,1.92700,136.3080000
356.00000000,1.190000,730.97800,2.30000,136.3080000
327.80000000,0.920000,190.69000,0.60000,62.4112000
308.92072000,0.882000,175.75911,0.55300,62.4112000
9295.97350000,8.540000,2500.67391,7.86800,62.4112000
36.99870000,0.238000,810.46650,2.55000,85.6009000
36.96000000,0.240000,791.36000,2.49000,85.6009000
472.30000000,1.190000,184.33000,0.58000,52.9051000
5.88540000,0.064400,12.19000,0.03840,21.9532000
5.88580000,0.064100,11.91857,0.03750,21.9532000
13.14070000,0.109500,10.93330,0.03440,21.9532000
13.13540000,0.110000,8.81000,0.02770,21.9532000
890.76000000,1.770000,311.46000,0.98000,46.8733000
963.60000000,1.920000,568.89000,1.79000,46.8733000
978.19000000,1.958000,578.76553,1.82100,46.8733000
962.10000000,1.920000,578.43000,1.82000,46.8733000
225.79000000,0.679300,60.16492,0.18930,34.3540000
226.93000000,0.681300,59.49530,0.18720,34.3540000
342.85000000,0.897200,209.09150,0.65790,34.3540000
345.43000000,0.902000,174.48780,0.54900,34.3540000
43.60000000,0.230000,150.00000,0.47000,34.8541000
43.60000000,0.230000,111.24050,0.35000,34.8541000
44.07300000,0.237000,137.62039,0.43300,34.8541000
20324.58153000,15.369000,8445.33643,26.57200,55.0375000
3.02349500,0.039980,72.01992,0.22660,29.5529000
3.02357300,0.039800,71.80000,0.22600,29.5529000
3.02400000,0.041000,79.10000,0.24900,29.5529000
4.08450000,0.050000,22.24810,0.07000,37.4574000
4.08450000,0.050000,22.78000,0.07167,37.4574000
1353.60000000,2.395000,111.42000,0.35061,37.4574000
360.20000000,1.190000,753.23000,2.37000,54.7841000
2732.00000000,4.600000,753.23000,2.37000,54.7841000
363.30000000,1.214000,556.20250,1.75000,84.3552000
359.15000000,1.280000,731.00900,2.30000,84.3552000
682.85000000,1.970000,597.52040,1.88000,84.3552000
684.70000000,1.853000,591.16380,1.86000,84.3552000
434.90000000,1.120000,1271.32000,4.00000,122.5360000
712.13000000,1.930000,2330.00000,7.32000,122.5360000
434.00000000,1.140000,4417.83700,13.90000,537.8730000
778.51000000,1.814000,484.69075,1.52500,90.5446000
762.00000000,1.600000,380.00000,1.20000,90.5446000
780.30000000,1.810000,467.21010,1.47000,90.5446000
400.50000000,1.167000,513.29545,1.61500,204.2770000
4.94737000,0.058000,33.40000,0.10500,43.0399000
4.94724000,0.058000,36.51848,0.11490,43.0399000
4.94370000,0.058000,36.54900,0.11500,43.0399000
4.94800000,0.056800,38.14000,0.12000,43.0399000
4.94737000,0.060000,31.78300,0.10000,43.0399000
2447.10000000,3.833000,519.96988,1.63600,46.2845000
2453.00000000,,432.24880,1.36000,46.2845000
2462.00000000,3.846000,427.79704,1.34600,46.2845000
2482.70000000,3.860000,543.47000,1.71000,46.2845000
2483.70000000,3.930000,460.85350,1.45000,46.2845000
10400.00000000,10.100000,1010.69433,3.18000,46.2845000
8619.90000000,9.020000,931.24190,2.93000,46.2845000
1293.00000000,2.353000,1574.46400,4.95400,31.1664000
1293.00000000,2.410000,1640.00280,5.16000,31.1664000
1224.00000000,,1420.00000,4.46000,31.1664000
1254.60000000,2.220000,1200.00000,3.70000,31.1664000
1240.00000000,2.339000,1859.29618,5.85000,31.1664000
1222.80000000,2.265000,1382.55357,4.35000,31.1664000
14.07260000,0.105900,12.77000,0.04020,35.0553000
95.94460000,0.380900,14.31000,0.04500,35.0553000
119.29000000,0.504000,346.00000,1.09000,29.9803000
119.27000000,0.520000,384.57430,1.21000,29.9803000
119.26300000,0.506000,352.15387,1.10800,29.9803000
118.96000000,0.490000,359.00000,1.13000,29.9803000
119.60000000,0.500000,334.00000,1.05000,29.9803000
119.29000000,0.500000,368.68280,1.16000,29.9803000
14.33915600,0.120200,7.80000,0.02454,57.5846000
14.33920650,,,,57.5846000
40.87000000,0.241600,18.40000,0.05789,57.5846000
638.60000000,1.570000,495.81480,1.56000,121.4050000
674.60000000,1.750000,616.56000,1.94000,121.4050000
641.00000000,1.670000,543.48930,1.71000,121.4050000
641.00000000,1.669700,559.36000,1.76000,121.4050000
637.10000000,1.570000,494.54348,1.55600,121.4050000
872.20000000,1.930000,334.67499,1.05300,121.4050000
877.00000000,1.940000,324.18660,1.02000,121.4050000
886.00000000,2.071000,365.49000,1.15000,121.4050000
1706.00000000,3.040000,1357.12730,4.27000,77.9693000
1827.00000000,3.180000,1230.00210,3.87000,77.9693000
139.35000000,0.530000,1837.05740,5.78000,219.2160000
792.59998000,1.990000,524.41950,1.65000,58.1105000
792.60000000,1.900000,444.96200,1.40000,58.1105000
779.90000000,1.911000,534.27223,1.68100,58.1105000
492.30000000,1.200000,104.88000,0.33000,51.1659000
29.04983140,,,,272.2170000
29.04992000,0.229000,,,272.2170000
5859.08992000,6.426000,1880.90851,5.91800,61.4925000
177.11000000,0.640000,2425.04290,7.63000,283.5020000
177.11000000,0.760000,2415.40000,7.60000,283.5020000
299.36000000,1.086000,2199.38360,6.92000,89.2721000
495.40000000,1.500000,2065.89500,6.50000,315.2110000
201.30000000,0.759000,327.35000,1.03000,25.9716000
201.90000000,0.770000,336.89980,1.06000,25.9716000
604.00000000,1.580000,781.83000,2.46000,25.9716000
600.10000000,1.600000,797.75330,2.51000,25.9716000
27399.80247000,18.929000,5542.92742,17.44000,53.1120000
5170.50000000,6.248000,5549.28399,17.46000,53.1120000
5138.00000000,6.150000,5965.63920,18.77000,53.1120000
74839.94555000,36.984000,7923.46219,24.93000,53.1120000
589.70000000,1.690000,920.00000,2.90000,
596.60000000,1.660000,839.07120,2.64000,
589.64000000,1.640000,731.00000,2.30000,
,1.610000,835.90000,2.63000,
14306.88519000,11.842000,2707.58020,8.51900,49.3305000
7.10791121,,,,22.4035000
7.10778900,,,,22.4035000
7.10793000,0.071900,,,22.4035000
20.54530000,0.145800,,,22.4035000
20.54560000,,,,22.4035000
20.54381533,,,,22.4035000
20.54388800,,,,22.4035000
2.81805000,0.040000,79.45750,0.25000,37.6894000
2.81804900,0.036800,126.00000,0.39800,37.6894000
2.81782200,0.036000,120.00000,0.38000,37.6894000
358.00000000,0.940000,168.44990,0.53000,32.5376000
358.00000000,0.940000,203.40000,0.64000,32.5376000
9.05885860,,,,48.9739000
9.05881100,,10.80000,0.03398,48.9739000
21.40165441,,,,48.9739000
21.40230000,,11.10000,0.03492,48.9739000
45.79100000,0.246000,17.80000,0.05600,31.5262000
623.00000000,1.510000,813.64072,2.56000,129.9660000
21.99800000,0.140000,155.73670,0.49000,42.3580000
22.01700000,0.148000,139.84520,0.44000,42.3580000
21.99800000,0.140000,123.95000,0.39000,42.3580000
613.10000000,1.370000,384.57430,1.21000,35.1205000
577.60000000,1.301000,411.58985,1.29500,35.1205000
572.40000000,1.300000,400.45000,1.26000,35.1205000
613.09998000,1.370000,375.03940,1.18000,35.1205000
152.60000000,0.540000,54.03000,0.17000,35.1205000
5370.00000000,5.750000,645.19490,2.03000,35.1205000
480.50000000,1.200000,1906.90000,6.00000,68.1509000
2269.81726000,3.395000,3478.94974,10.94600,53.2817000
1973.00000000,3.180000,896.20000,2.82000,53.2817000
2293.90000000,3.471000,1015.10600,3.19400,53.2817000
2263.12000000,3.467000,1018.32732,3.20400,53.2817000
1973.00000000,3.140000,839.07120,2.64000,53.2817000
2288.90000000,3.455000,1013.87262,3.19000,53.2817000
2280.40000000,,982.09470,3.09000,53.2817000
10478.84437000,9.408000,560.64931,1.76400,53.2817000
39000.00000000,23.000000,8581.36699,27.00000,53.2817000
352.20000000,1.080000,973.00000,3.06000,76.5217000
2374.00000000,3.860000,1540.00000,4.85000,76.5217000
2496.00000000,3.560000,496.00000,1.56000,51.3444000
2496.00000000,3.550000,533.95440,1.68000,51.3444000
1103.00000000,2.180000,975.73810,3.07000,78.4293000
1150.00000000,2.239000,2510.84442,7.90000,78.4293000
6.27600000,0.071000,604.00000,1.90000,60.8447000
6.27711000,0.070400,591.00000,1.86000,60.8447000
6.27711000,0.070000,626.12510,1.97000,60.8447000
6.27641870,0.070200,608.32357,1.91400,60.8447000
16000.00000000,13.200000,4767.42610,15.00000,60.8447000
1193.30000000,2.482000,966.19836,3.04000,75.1160000
1191.00000000,2.480000,982.08978,3.09000,75.1160000
8.66945000,0.079400,10.26586,0.03230,12.5591000
8.66700000,0.078500,10.20000,0.03210,12.5591000
31.61300000,0.188200,9.85268,0.03100,12.5591000
31.56000000,0.186000,11.80000,0.03710,12.5591000
200.61000000,0.645000,14.07980,0.04430,12.5591000
197.00000000,0.630000,18.10000,0.05700,12.5591000
851.80000000,1.760000,1900.00000,6.10000,59.1820000
2068.00000000,3.180000,587.98550,1.85000,29.2760000
2124.54000000,3.318000,633.43519,1.99300,29.2760000
2231.00000000,3.300000,640.00000,2.00000,29.2760000
2068.00000000,3.230000,626.00000,1.97000,29.2760000
2101.00000000,3.295000,1239.53079,3.90000,29.2760000
615.00000000,1.360000,85.81410,0.27000,36.1531000
615.00000000,1.360000,92.16680,0.29000,36.1531000
858.00000000,1.880000,561.92344,1.76800,126.3390000
3383.00000000,4.511000,1001.12000,3.15000,51.8949000
3549.39854000,4.691000,949.67128,2.98800,51.8949000
3658.00000000,4.740000,1001.16450,3.15000,51.8949000
3570.00000000,4.652000,905.81096,2.85000,51.8949000
3630.00000000,4.770000,1048.80000,3.30000,51.8949000
